                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.3082,                 1.0644,                 1.3217,                0.92801,                0.87846,                0.94612,                0.66626,                 1.0918,                0.73734,                 1.3539,             0.00039008,             0.00039008,             0.00039008
                     20,                 1.2978,                 1.0448,                 1.3265,                0.92102,                0.88997,                  0.957,                0.69295,                 1.0883,                0.75143,                 1.2899,             0.00037844,             0.00037844,             0.00037844
                     21,                 1.2766,                 1.0322,                 1.3056,                0.94867,                0.92656,                0.97176,                0.71361,                 1.0062,                0.70257,                 1.2625,             0.00036679,             0.00036679,             0.00036679
                     22,                 1.2315,                0.96553,                 1.2795,                0.88074,                0.90023,                0.95116,                0.70168,                0.98871,                 0.7884,                 1.2682,             0.00035515,             0.00035515,             0.00035515
                     23,                 1.2164,                0.95868,                 1.2633,                0.91853,                0.93899,                0.96483,                0.73337,                0.98138,                0.65197,                 1.2537,             0.00034351,             0.00034351,             0.00034351
                     24,                 1.2305,                0.93672,                 1.2743,                0.94409,                 0.9657,                0.97595,                0.73455,                 0.9959,                0.67426,                 1.2415,             0.00033187,             0.00033187,             0.00033187
                     25,                  1.218,                0.92849,                 1.2606,                0.95385,                0.95794,                0.97791,                0.74065,                0.95544,                0.63445,                 1.2068,             0.00032022,             0.00032022,             0.00032022
                     26,                 1.2071,                0.91558,                 1.2555,                0.94136,                0.96432,                0.97711,                 0.7268,                0.99994,                0.64756,                 1.2242,             0.00030858,             0.00030858,             0.00030858
                     27,                 1.1985,                0.88289,                  1.243,                0.96136,                0.92633,                0.97803,                0.74365,                0.94866,                0.64877,                 1.2021,             0.00029694,             0.00029694,             0.00029694
                     28,                 1.1741,                0.85763,                 1.2235,                0.94269,                0.95724,                0.97914,                0.74173,                0.94142,                0.63159,                 1.2056,              0.0002853,              0.0002853,              0.0002853
                     29,                 1.1608,                0.86232,                 1.2111,                0.93518,                0.96304,                0.97662,                0.74944,                0.91294,                0.65525,                 1.2049,             0.00027366,             0.00027366,             0.00027366
                     30,                 1.1635,                0.85305,                 1.2334,                0.96438,                 0.9536,                0.98278,                 0.7522,                0.89174,                0.56363,                 1.1843,             0.00026201,             0.00026201,             0.00026201
                     31,                 1.1321,                0.82451,                 1.2013,                0.96064,                0.94073,                0.98231,                0.76321,                0.90846,                0.57321,                 1.1764,             0.00025037,             0.00025037,             0.00025037
                     32,                 1.1284,                0.80572,                 1.1973,                0.94624,                0.96672,                0.97737,                0.74034,                0.92355,                0.57519,                 1.1827,             0.00023873,             0.00023873,             0.00023873
                     33,                 1.1313,                0.81626,                 1.2236,                0.95255,                0.96879,                0.98298,                0.74557,                0.94167,                0.58467,                 1.2002,             0.00022709,             0.00022709,             0.00022709
                     34,                 1.1123,                0.78715,                  1.197,                0.95441,                0.96067,                0.98276,                0.76211,                0.87248,                0.53537,                 1.1678,             0.00021544,             0.00021544,             0.00021544
                     35,                 1.1075,                0.78335,                 1.1991,                0.97846,                0.95284,                0.98295,                0.74319,                0.94048,                0.56058,                  1.181,              0.0002038,              0.0002038,              0.0002038
                     36,                 1.0898,                0.76537,                 1.1741,                0.96916,                0.96823,                0.98489,                0.77062,                0.86465,                0.55533,                 1.1592,             0.00019216,             0.00019216,             0.00019216
                     37,                  1.114,                0.78061,                 1.2009,                0.97457,                0.96032,                0.98104,                0.76444,                0.88819,                0.54879,                  1.163,             0.00018052,             0.00018052,             0.00018052
                     38,                 1.0967,                0.77432,                 1.1832,                0.96939,                0.96133,                0.98512,                0.76629,                0.89557,                0.56715,                 1.1611,             0.00016887,             0.00016887,             0.00016887
                     39,                 1.0877,                0.74895,                 1.1816,                0.97233,                0.96883,                0.98332,                0.76157,                0.88098,                0.54089,                 1.1664,             0.00015723,             0.00015723,             0.00015723
                     40,                 1.0592,                0.73566,                 1.1578,                0.98371,                0.95855,                 0.9835,                0.75429,                0.89501,                0.53416,                 1.1682,             0.00014559,             0.00014559,             0.00014559
                     41,                 1.0248,                0.73061,                 1.2235,                0.95634,                 0.9564,                0.97727,                0.75798,                0.88889,                0.57752,                 1.1497,             0.00013395,             0.00013395,             0.00013395
                     42,                 1.0095,                0.74043,                 1.2059,                0.95007,                0.97527,                0.98078,                0.76677,                0.84316,                0.54749,                 1.1345,              0.0001223,              0.0001223,              0.0001223
                     43,                0.99555,                0.66243,                 1.1898,                0.95925,                0.98137,                0.98542,                0.76047,                0.93662,                 0.5514,                 1.1665,             0.00011066,             0.00011066,             0.00011066
                     44,                 1.0293,                0.69112,                 1.2166,                0.96489,                0.97256,                0.98338,                0.74793,                0.94921,                0.54019,                  1.185,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     45,                0.99653,                0.67318,                 1.2082,                0.96696,                0.96865,                0.98318,                0.77287,                0.85379,                0.51689,                 1.1366,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     46,                0.98657,                0.66833,                 1.2053,                0.97271,                0.97377,                0.98517,                0.78228,                 0.8609,                0.51474,                 1.1308,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     47,                0.98271,                0.67979,                 1.1935,                0.94672,                0.96826,                0.98184,                0.76837,                0.88171,                0.52176,                 1.1374,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     48,                0.97727,                  0.646,                 1.1964,                0.97771,                0.97589,                0.98559,                0.77256,                0.87746,                0.50362,                 1.1396,              5.245e-05,              5.245e-05,              5.245e-05
                     49,                0.96566,                0.62843,                 1.1943,                0.98164,                0.97921,                0.98649,                0.77647,                0.87233,                0.49947,                 1.1329,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     50,                0.94186,                0.65118,                  1.179,                0.97587,                0.97541,                0.98524,                0.78678,                0.84218,                0.49166,                 1.1195,             2.9165e-05,             2.9165e-05,             2.9165e-05
