                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.2839,                 1.0084,                 1.3265,                0.86656,                0.91258,                0.95397,                0.68431,                  1.043,                 0.7514,                 1.2673,             0.00057403,             0.00057403,             0.00057403
                     27,                 1.3156,                0.99942,                 1.3501,                0.90398,                0.83069,                0.95168,                0.68519,                 1.0853,                0.74753,                 1.2705,             0.00057345,             0.00057345,             0.00057345
                     28,                   1.29,                0.99479,                   1.31,                0.84341,                0.82951,                0.90927,                0.68897,                0.95266,                0.75738,                 1.2267,             0.00057286,             0.00057286,             0.00057286
                     29,                 1.2793,                0.96251,                 1.3033,                0.87214,                  0.888,                0.93569,                0.69026,                 0.9827,                0.70702,                 1.2316,             0.00057228,             0.00057228,             0.00057228
                     30,                 1.2246,                0.93255,                 1.2695,                0.86803,                0.89466,                0.93609,                0.68791,                0.97952,                0.71515,                 1.2186,              0.0005717,              0.0005717,              0.0005717
                     31,                 1.2184,                0.91089,                 1.2912,                0.88303,                0.91638,                0.95608,                0.71119,                 0.9853,                0.65987,                 1.2213,             0.00057112,             0.00057112,             0.00057112
                     32,                 1.2429,                0.92276,                 1.2763,                 0.9342,                  0.945,                0.97032,                0.74069,                0.91751,                0.63143,                 1.1882,             0.00057054,             0.00057054,             0.00057054
                     33,                 1.2425,                0.90952,                 1.2861,                0.93735,                0.94406,                0.97015,                0.71481,                 0.9814,                0.65323,                 1.2314,             0.00056995,             0.00056995,             0.00056995
                     34,                 1.2149,                0.87895,                 1.2804,                  0.917,                0.93662,                0.97599,                0.72607,                 0.9526,                0.61192,                 1.2045,             0.00056937,             0.00056937,             0.00056937
                     35,                 1.1771,                0.85902,                 1.2427,                0.91443,                0.95363,                0.97777,                0.69967,                 1.0016,                0.62226,                 1.2131,             0.00056879,             0.00056879,             0.00056879
                     36,                  1.199,                0.87671,                 1.2609,                 0.9142,                0.94285,                0.97908,                0.74873,                0.91583,                0.61463,                 1.1808,             0.00056821,             0.00056821,             0.00056821
                     37,                 1.2184,                0.87167,                 1.2591,                0.93155,                 0.9592,                  0.978,                0.74429,                0.90846,                0.59377,                 1.1673,             0.00056763,             0.00056763,             0.00056763
                     38,                 1.1493,                0.81671,                 1.2213,                0.95937,                0.93671,                0.97851,                0.73979,                0.92728,                0.58839,                 1.1764,             0.00056704,             0.00056704,             0.00056704
                     39,                 1.1683,                0.83945,                 1.2476,                0.91923,                 0.9671,                0.96567,                0.71664,                0.98907,                0.61882,                 1.2057,             0.00056646,             0.00056646,             0.00056646
                     40,                 1.1262,                0.80238,                 1.2148,                0.94753,                0.96062,                0.98293,                0.75806,                0.89428,                0.57396,                 1.1575,             0.00056588,             0.00056588,             0.00056588
                     41,                 1.1468,                0.81113,                 1.2275,                0.95494,                0.96769,                0.98512,                 0.7554,                0.87118,                0.54959,                 1.1441,              0.0005653,              0.0005653,              0.0005653
                     42,                 1.1406,                0.80343,                 1.2313,                0.92869,                0.95615,                0.98549,                0.75939,                0.87528,                0.54396,                 1.1465,             0.00056472,             0.00056472,             0.00056472
                     43,                 1.1103,                0.78672,                 1.2087,                0.95149,                0.93728,                0.97923,                0.74874,                0.90274,                0.55365,                 1.1588,             0.00056413,             0.00056413,             0.00056413
                     44,                 1.1371,                0.78606,                 1.2195,                0.91754,                 0.9239,                0.98074,                0.73831,                 0.9326,                0.58747,                 1.1695,             0.00056355,             0.00056355,             0.00056355
                     45,                 1.1395,                  0.781,                 1.2031,                0.93739,                 0.9593,                0.97849,                0.73231,                0.93469,                0.56741,                 1.1695,             0.00056297,             0.00056297,             0.00056297
                     46,                 1.1356,                0.77236,                 1.1988,                0.95287,                0.95667,                0.97341,                0.73725,                0.90471,                0.56631,                  1.149,             0.00056239,             0.00056239,             0.00056239
                     47,                 1.1442,                0.77241,                 1.2171,                0.91692,                0.96495,                0.98013,                0.70968,                0.97216,                0.59167,                 1.2081,              0.0005618,              0.0005618,              0.0005618
                     48,                 1.1149,                0.76091,                 1.2025,                0.96306,                0.97283,                0.98534,                0.70361,                 1.0353,                0.55106,                 1.1999,             0.00056122,             0.00056122,             0.00056122
                     49,                 1.0896,                0.73748,                 1.1861,                0.94819,                0.95855,                0.97475,                0.72694,                0.98424,                0.55283,                 1.1714,             0.00056064,             0.00056064,             0.00056064
                     50,                 1.1055,                0.73756,                 1.2067,                0.96148,                0.96525,                0.98676,                0.74397,                0.93485,                0.52066,                   1.14,             0.00056006,             0.00056006,             0.00056006
                     51,                 1.0932,                0.72767,                 1.1886,                0.94872,                0.95794,                0.98585,                0.74685,                0.89721,                0.53303,                 1.1463,             0.00055948,             0.00055948,             0.00055948
                     52,                 1.0732,                0.72485,                 1.1831,                0.96279,                 0.9845,                 0.9885,                 0.7536,                0.87418,                0.49825,                 1.1172,             0.00055889,             0.00055889,             0.00055889
                     53,                  1.088,                0.72439,                  1.188,                0.94401,                 0.9665,                0.98154,                0.75694,                0.88238,                0.52458,                 1.1216,             0.00055831,             0.00055831,             0.00055831
                     54,                 1.0766,                 0.7098,                 1.1755,                 0.9693,                0.97391,                0.98725,                0.76958,                0.86904,                0.50247,                   1.14,             0.00055773,             0.00055773,             0.00055773
                     55,                 1.0811,                0.70496,                 1.1717,                0.95406,                0.95696,                0.97326,                0.74109,                0.93916,                0.53022,                   1.14,             0.00055715,             0.00055715,             0.00055715
                     56,                 1.0904,                0.71617,                 1.1738,                0.96358,                0.96694,                0.98412,                0.73786,                0.93997,                0.51568,                 1.1832,             0.00055657,             0.00055657,             0.00055657
                     57,                 1.0393,                0.67279,                  1.146,                0.96062,                0.97991,                 0.9868,                0.77233,                 0.8604,                0.47886,                 1.1158,             0.00055598,             0.00055598,             0.00055598
                     58,                 1.0585,                  0.688,                 1.1637,                0.96538,                0.98086,                0.98677,                0.76814,                 0.8556,                0.48383,                 1.1207,              0.0005554,              0.0005554,              0.0005554
                     59,                 1.0646,                  0.685,                 1.1576,                0.95644,                0.97075,                0.98697,                 0.7485,                0.92861,                0.50085,                 1.1424,             0.00055482,             0.00055482,             0.00055482
                     60,                 1.0519,                 0.6783,                 1.1788,                0.94997,                 0.9785,                0.98519,                0.70336,                 1.0026,                0.52095,                 1.1933,             0.00055424,             0.00055424,             0.00055424
                     61,                 1.0642,                0.69012,                 1.1626,                0.95441,                0.97312,                0.98525,                0.76898,                0.85262,                  0.506,                 1.1082,             0.00055365,             0.00055365,             0.00055365
                     62,                 1.0201,                0.67921,                 1.1427,                0.95326,                0.97448,                0.98495,                 0.7494,                0.89754,                0.50242,                 1.1303,             0.00055307,             0.00055307,             0.00055307
                     63,                 1.0144,                0.65889,                 1.1375,                0.96648,                0.96905,                0.98633,                0.71615,                0.99122,                0.49878,                 1.1891,             0.00055249,             0.00055249,             0.00055249
                     64,                 1.0509,                0.68049,                 1.1535,                0.98221,                0.97144,                0.98738,                0.73399,                0.93069,                0.48099,                 1.1429,             0.00055191,             0.00055191,             0.00055191
                     65,                 1.0126,                0.64566,                 1.1371,                0.96481,                0.97602,                0.98608,                0.75583,                0.88592,                 0.4697,                  1.121,             0.00055133,             0.00055133,             0.00055133
                     66,                 1.0268,                0.64885,                  1.148,                0.95978,                 0.9704,                0.98692,                 0.7708,                0.85253,                0.46735,                 1.1125,             0.00055074,             0.00055074,             0.00055074
                     67,                 1.0225,                0.63852,                 1.1399,                 0.9603,                0.97353,                0.98644,                0.75365,                0.87824,                0.47344,                 1.1175,             0.00055016,             0.00055016,             0.00055016
                     68,                 1.0247,                0.64511,                  1.139,                0.93204,                0.97144,                0.98665,                0.75585,                0.89358,                0.50247,                 1.1408,             0.00054958,             0.00054958,             0.00054958
                     69,                 1.0314,                0.64047,                 1.1409,                0.96871,                0.97516,                0.98746,                0.75971,                0.89738,                0.45532,                 1.1181,               0.000549,               0.000549,               0.000549
                     70,                 1.0347,                0.63565,                 1.1517,                0.95872,                 0.9621,                0.98636,                0.75873,                0.88065,                0.46555,                 1.1247,             0.00054842,             0.00054842,             0.00054842
