                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.3973,                 1.2182,                  1.414,                 0.7394,                0.84953,                0.87812,                0.59284,                 1.1394,                0.92945,                 1.3581,             0.00055501,             0.00055501,             0.00055501
                     20,                 1.3683,                 1.1677,                 1.3903,                0.81833,                0.82547,                0.89576,                 0.6269,                 1.0743,                0.89525,                 1.3239,             0.00055307,             0.00055307,             0.00055307
                     21,                 1.3557,                 1.1419,                 1.3609,                0.86835,                0.78529,                 0.8949,                0.61077,                 1.1038,                0.86512,                 1.3331,             0.00055113,             0.00055113,             0.00055113
                     22,                  1.327,                 1.1015,                 1.3477,                0.83266,                0.85412,                  0.894,                 0.6481,                 0.9883,                0.86774,                 1.2686,             0.00054919,             0.00054919,             0.00054919
                     23,                  1.305,                 1.0653,                 1.3368,                0.82765,                0.79896,                0.89688,                0.63523,                 1.0517,                0.87164,                 1.2925,             0.00054725,             0.00054725,             0.00054725
                     24,                 1.3197,                 1.0477,                 1.3545,                0.87957,                0.87621,                0.93335,                0.69734,                0.94253,                0.74763,                 1.2255,             0.00054531,             0.00054531,             0.00054531
                     25,                  1.306,                 1.0403,                 1.3455,                0.78491,                0.82833,                0.88718,                0.64529,                 1.0217,                0.83403,                 1.2534,             0.00054337,             0.00054337,             0.00054337
                     26,                 1.2843,                 1.0161,                 1.3261,                0.80723,                 0.9213,                0.92865,                 0.6819,                 1.0071,                 0.8033,                 1.2464,             0.00054143,             0.00054143,             0.00054143
                     27,                 1.3337,                 1.0146,                 1.3577,                0.89397,                0.87812,                0.93211,                0.67055,                 1.0523,                0.80297,                 1.2545,             0.00053949,             0.00053949,             0.00053949
                     28,                 1.2793,                0.98471,                  1.305,                0.88211,                0.87932,                0.94989,                0.70222,                0.99696,                 0.6968,                   1.26,             0.00053755,             0.00053755,             0.00053755
                     29,                 1.3029,                 0.9606,                 1.3128,                0.91423,                0.89432,                 0.9488,                0.68047,                  1.048,                0.73396,                  1.261,             0.00053561,             0.00053561,             0.00053561
                     30,                 1.2211,                0.93716,                  1.271,                 0.8795,                0.89034,                0.94949,                0.69189,                 1.0035,                0.71287,                 1.2287,             0.00053367,             0.00053367,             0.00053367
                     31,                 1.2156,                0.91741,                 1.2878,                 0.8958,                0.90272,                0.95443,                0.69381,                 1.0131,                0.67088,                 1.2445,             0.00053173,             0.00053173,             0.00053173
                     32,                 1.2455,                0.92817,                 1.2776,                0.92697,                0.94879,                0.96893,                0.72289,                0.93636,                0.64152,                 1.2054,             0.00052979,             0.00052979,             0.00052979
                     33,                 1.2354,                0.91737,                  1.287,                0.90285,                0.95437,                0.96146,                0.67775,                 1.0123,                0.64753,                 1.2591,             0.00052785,             0.00052785,             0.00052785
                     34,                 1.2055,                0.88026,                 1.2781,                0.93193,                0.92066,                 0.9652,                0.69559,                 1.0084,                0.65664,                  1.235,             0.00052591,             0.00052591,             0.00052591
                     35,                 1.1782,                 0.8721,                 1.2461,                0.95708,                0.92818,                0.97336,                0.70822,                0.97514,                0.62847,                  1.209,             0.00052397,             0.00052397,             0.00052397
                     36,                 1.2056,                0.87642,                 1.2653,                0.93942,                0.94606,                0.96886,                0.73531,                0.91946,                0.59367,                 1.1788,             0.00052203,             0.00052203,             0.00052203
                     37,                  1.214,                0.85037,                 1.2613,                0.92585,                0.94926,                 0.9643,                0.72595,                0.93666,                0.61126,                 1.1776,             0.00052009,             0.00052009,             0.00052009
                     38,                 1.1529,                0.81332,                  1.224,                0.85756,                0.95553,                0.96865,                0.72713,                0.93254,                0.62846,                 1.1739,             0.00051815,             0.00051815,             0.00051815
                     39,                 1.1835,                0.84088,                 1.2567,                0.85074,                0.89502,                0.92442,                0.67815,                0.98073,                0.68828,                 1.1994,             0.00051621,             0.00051621,             0.00051621
                     40,                 1.1359,                0.80166,                 1.2152,                0.94503,                0.94045,                0.96977,                0.73378,                0.93386,                0.57485,                  1.167,             0.00051426,             0.00051426,             0.00051426
                     41,                 1.1332,                0.80604,                 1.2201,                0.92289,                0.92011,                 0.9708,                0.75178,                0.87227,                0.57875,                 1.1515,             0.00051232,             0.00051232,             0.00051232
                     42,                 1.1396,                0.80523,                  1.233,                0.95909,                 0.9648,                0.97812,                 0.7478,                0.90642,                0.53646,                 1.1684,             0.00051038,             0.00051038,             0.00051038
                     43,                 1.1167,                0.79634,                 1.2128,                0.96001,                0.94093,                0.96836,                0.73556,                0.91258,                 0.5522,                 1.1538,             0.00050844,             0.00050844,             0.00050844
                     44,                  1.128,                0.77809,                 1.2151,                  0.957,                0.95273,                0.97824,                0.74329,                0.92353,                0.55064,                 1.1627,              0.0005065,              0.0005065,              0.0005065
                     45,                  1.142,                0.78476,                 1.2044,                0.91274,                0.90468,                0.96485,                0.70827,                 1.0065,                0.61434,                 1.2089,             0.00050456,             0.00050456,             0.00050456
                     46,                 1.1377,                0.77586,                 1.2063,                0.92388,                0.95818,                0.97013,                0.74513,                  0.883,                0.54226,                 1.1422,             0.00050262,             0.00050262,             0.00050262
                     47,                 1.1564,                0.78159,                 1.2269,                0.95868,                0.95068,                0.97543,                0.72306,                0.94906,                0.55778,                 1.1956,             0.00050068,             0.00050068,             0.00050068
                     48,                 1.1231,                 0.7543,                 1.2071,                 0.9588,                0.97181,                0.98211,                0.72593,                0.97354,                0.54112,                 1.1724,             0.00049874,             0.00049874,             0.00049874
                     49,                 1.1112,                0.73111,                 1.1947,                0.94786,                0.96422,                0.97799,                 0.7261,                0.98735,                0.54336,                 1.1752,              0.0004968,              0.0004968,              0.0004968
                     50,                  1.107,                0.73994,                 1.2093,                0.96107,                0.96085,                 0.9849,                0.75897,                 0.8783,                 0.4998,                 1.1248,             0.00049486,             0.00049486,             0.00049486
                     51,                  1.081,                0.71683,                 1.1816,                0.96272,                0.95476,                0.97677,                0.71886,                0.97689,                0.52738,                 1.1781,             0.00049292,             0.00049292,             0.00049292
                     52,                 1.0726,                0.72122,                 1.1873,                0.93042,                0.96377,                0.97589,                0.73704,                0.91454,                0.53468,                 1.1328,             0.00049098,             0.00049098,             0.00049098
                     53,                 1.0943,                0.72698,                 1.1926,                 0.9648,                0.96992,                0.98006,                0.76225,                0.87586,                0.49205,                 1.1184,             0.00048904,             0.00048904,             0.00048904
                     54,                 1.0763,                 0.7097,                 1.1791,                0.95943,                0.95544,                0.97945,                0.76084,                0.86661,                0.49785,                 1.1382,              0.0004871,              0.0004871,              0.0004871
                     55,                 1.0798,                0.70925,                 1.1768,                 0.9656,                0.95575,                0.97508,                0.74968,                0.89594,                0.52077,                 1.1365,             0.00048516,             0.00048516,             0.00048516
                     56,                 1.1127,                0.71871,                 1.1878,                0.94997,                 0.9646,                0.97991,                0.74046,                0.92871,                0.51569,                 1.1512,             0.00048322,             0.00048322,             0.00048322
                     57,                 1.0519,                0.67577,                 1.1503,                0.96186,                0.96797,                0.98426,                0.76362,                0.86074,                  0.479,                 1.1245,             0.00048128,             0.00048128,             0.00048128
                     58,                 1.0563,                0.68522,                 1.1619,                0.96971,                0.97151,                0.98572,                0.77109,                0.85142,                0.48303,                 1.1107,             0.00047934,             0.00047934,             0.00047934
                     59,                 1.0591,                0.67417,                 1.1597,                0.96372,                0.95113,                0.97899,                0.75638,                0.87864,                 0.4915,                  1.131,              0.0004774,              0.0004774,              0.0004774
                     60,                 1.0552,                0.67686,                 1.1836,                0.96249,                0.96118,                0.98401,                0.67773,                 1.1293,                 0.5366,                 1.2641,             0.00047546,             0.00047546,             0.00047546
                     61,                 1.0821,                0.68825,                  1.171,                0.96669,                0.94878,                0.98361,                0.76992,                0.87269,                0.47964,                 1.1244,             0.00047352,             0.00047352,             0.00047352
                     62,                 1.0309,                0.67288,                 1.1502,                0.93815,                0.97461,                0.98303,                0.75693,                 0.9099,                0.49602,                  1.134,             0.00047158,             0.00047158,             0.00047158
                     63,                 1.0329,                0.66459,                 1.1476,                0.96049,                0.97104,                0.98124,                0.75634,                0.88014,                0.48037,                 1.1282,             0.00046964,             0.00046964,             0.00046964
                     64,                 1.0429,                0.67278,                 1.1525,                0.97774,                0.97136,                0.98534,                0.72466,                0.98321,                0.48682,                 1.1642,              0.0004677,              0.0004677,              0.0004677
                     65,                 1.0205,                0.65262,                 1.1444,                 0.9294,                0.98108,                0.98251,                0.76178,                0.87891,                0.48783,                 1.1171,             0.00046575,             0.00046575,             0.00046575
                     66,                 1.0218,                0.64663,                 1.1482,                0.97055,                 0.9701,                 0.9794,                0.75423,                0.86569,                0.46461,                 1.1133,             0.00046381,             0.00046381,             0.00046381
                     67,                 1.0428,                0.64033,                 1.1505,                0.96523,                0.96396,                0.98656,                0.76779,                0.85072,                 0.4497,                 1.0976,             0.00046187,             0.00046187,             0.00046187
                     68,                 1.0416,                0.64611,                 1.1432,                0.94034,                 0.9563,                0.97494,                0.74661,                0.90359,                 0.4728,                 1.1387,             0.00045993,             0.00045993,             0.00045993
                     69,                 1.0299,                0.62894,                 1.1422,                0.96963,                0.97557,                0.98767,                0.76058,                0.85617,                 0.4422,                 1.1037,             0.00045799,             0.00045799,             0.00045799
                     70,                 1.0096,                0.62786,                 1.1442,                 0.9703,                0.96193,                0.97757,                0.76596,                 0.8443,                0.45301,                 1.0968,             0.00045605,             0.00045605,             0.00045605
                     71,                0.98638,                0.61692,                 1.1244,                0.94432,                0.96098,                0.97831,                0.77331,                0.82857,                0.45495,                 1.0866,             0.00045411,             0.00045411,             0.00045411
                     72,                0.98411,                0.61401,                 1.1264,                0.96288,                0.97548,                0.98494,                0.76879,                0.83549,                0.45691,                 1.0962,             0.00045217,             0.00045217,             0.00045217
                     73,                0.99167,                0.61839,                 1.1337,                0.95135,                0.95092,                0.97691,                0.75166,                0.86492,                0.47499,                 1.1083,             0.00045023,             0.00045023,             0.00045023
                     74,                 1.0027,                0.62394,                 1.1486,                0.97328,                0.96651,                0.98617,                0.75845,                0.86726,                 0.4669,                 1.1161,             0.00044829,             0.00044829,             0.00044829
                     75,                 0.9961,                0.61951,                 1.1314,                 0.9744,                 0.9731,                0.98471,                0.77903,                0.83297,                0.44535,                  1.091,             0.00044635,             0.00044635,             0.00044635
                     76,                0.99857,                0.61619,                 1.1255,                0.94023,                0.96866,                0.98223,                0.77056,                0.85023,                0.46916,                 1.0942,             0.00044441,             0.00044441,             0.00044441
                     77,                0.99485,                0.61374,                 1.1187,                0.97481,                0.97902,                0.98599,                0.76311,                0.87718,                0.44981,                 1.1054,             0.00044247,             0.00044247,             0.00044247
                     78,                0.99678,                0.61986,                 1.1113,                0.96903,                0.98071,                0.98629,                0.78735,                0.82685,                0.43752,                 1.0834,             0.00044053,             0.00044053,             0.00044053
                     79,                0.99212,                0.60155,                  1.114,                 0.9636,                0.96845,                0.97818,                0.76118,                0.86079,                 0.4482,                 1.1001,             0.00043859,             0.00043859,             0.00043859
                     80,                 1.0036,                0.60008,                 1.1308,                0.97645,                0.96835,                0.97961,                 0.7563,                0.88846,                0.44478,                 1.1158,             0.00043665,             0.00043665,             0.00043665
                     81,                  0.999,                0.59441,                 1.1175,                0.96417,                0.96768,                0.98001,                0.76301,                0.85983,                0.45319,                 1.0952,             0.00043471,             0.00043471,             0.00043471
                     82,                0.99984,                0.60562,                  1.137,                 0.9696,                0.96423,                0.98368,                0.77758,                0.83555,                 0.4415,                 1.0934,             0.00043277,             0.00043277,             0.00043277
                     83,                0.98502,                0.59595,                 1.1142,                0.96013,                0.97193,                0.98613,                0.75356,                0.92264,                0.45103,                 1.1329,             0.00043083,             0.00043083,             0.00043083
                     84,                0.97012,                0.57578,                 1.1031,                0.97411,                0.97299,                0.98349,                0.77978,                0.82154,                0.43078,                 1.0924,             0.00042889,             0.00042889,             0.00042889
                     85,                0.99088,                0.58891,                 1.1335,                0.96521,                0.97341,                0.98641,                0.78275,                0.82066,                 0.4346,                 1.0863,             0.00042695,             0.00042695,             0.00042695
                     86,                0.99073,                0.59717,                 1.1217,                0.95622,                0.97548,                0.98502,                0.77625,                0.83776,                0.43976,                  1.089,             0.00042501,             0.00042501,             0.00042501
                     87,                0.97217,                0.59107,                  1.122,                 0.9637,                0.97184,                0.98709,                0.78296,                0.83125,                 0.4391,                 1.0855,             0.00042307,             0.00042307,             0.00042307
                     88,                0.96159,                0.58028,                 1.0969,                0.97702,                0.96529,                0.98602,                0.77248,                0.85615,                0.42504,                 1.1036,             0.00042113,             0.00042113,             0.00042113
                     89,                0.95093,                0.58211,                  1.096,                0.96942,                 0.9766,                0.98137,                0.77444,                0.85177,                0.42266,                 1.0908,             0.00041919,             0.00041919,             0.00041919
                     90,                0.96478,                0.57868,                 1.1151,                0.97036,                0.96628,                0.97865,                0.76138,                0.86011,                0.42748,                 1.0979,             0.00041724,             0.00041724,             0.00041724
                     91,                0.94707,                 0.5728,                 1.0831,                0.97734,                0.97775,                0.98658,                0.77284,                0.83357,                0.41716,                 1.0861,              0.0004153,              0.0004153,              0.0004153
                     92,                0.95929,                0.56964,                  1.115,                0.96049,                0.96868,                 0.9873,                0.78053,                0.82357,                0.42594,                 1.0819,             0.00041336,             0.00041336,             0.00041336
                     93,                 0.9567,                0.57817,                 1.1164,                0.97747,                0.96761,                0.98511,                0.76652,                0.87667,                0.43646,                   1.11,             0.00041142,             0.00041142,             0.00041142
                     94,                0.95916,                0.57481,                 1.0913,                0.95794,                0.98495,                0.98175,                0.77834,                0.82141,                0.41009,                 1.0791,             0.00040948,             0.00040948,             0.00040948
                     95,                0.97774,                0.57237,                 1.1168,                0.95963,                0.97727,                0.98439,                0.77426,                0.87374,                0.43217,                 1.0974,             0.00040754,             0.00040754,             0.00040754
                     96,                0.95179,                 0.5772,                 1.1143,                0.95608,                0.97106,                0.98032,                0.77583,                0.84104,                0.41957,                  1.084,              0.0004056,              0.0004056,              0.0004056
                     97,                0.96054,                0.56183,                 1.0985,                 0.9562,                0.97527,                0.98495,                0.77461,                0.83651,                  0.417,                 1.0877,             0.00040366,             0.00040366,             0.00040366
                     98,                0.95768,                0.56701,                 1.0934,                0.93342,                0.98634,                0.98162,                0.75314,                 0.8888,                0.42482,                 1.1225,             0.00040172,             0.00040172,             0.00040172
                     99,                0.98409,                0.57804,                 1.1144,                0.96486,                 0.9693,                0.98244,                0.74003,                0.98701,                0.45208,                 1.1499,             0.00039978,             0.00039978,             0.00039978
                    100,                0.95234,                0.56596,                 1.1013,                0.95232,                0.98232,                 0.9856,                0.77743,                0.84052,                0.41569,                 1.0888,             0.00039784,             0.00039784,             0.00039784
                    101,                0.95787,                0.56934,                 1.1109,                0.97583,                0.96798,                0.98645,                  0.774,                0.88784,                 0.4153,                 1.1072,              0.0003959,              0.0003959,              0.0003959
                    102,                0.96424,                0.56151,                 1.1036,                0.96709,                0.96899,                0.98187,                0.77816,                0.82394,                0.41358,                  1.083,             0.00039396,             0.00039396,             0.00039396
                    103,                0.94639,                0.55325,                 1.0968,                0.95305,                0.97848,                 0.9792,                0.77585,                0.82296,                0.41697,                 1.0755,             0.00039202,             0.00039202,             0.00039202
                    104,                0.94464,                0.55486,                 1.0878,                0.97074,                0.96278,                0.97966,                0.75862,                0.87446,                0.42639,                 1.1016,             0.00039008,             0.00039008,             0.00039008
                    105,                0.94751,                0.55851,                 1.0955,                0.97507,                0.97112,                0.98139,                0.77239,                0.85679,                0.40821,                 1.0946,             0.00038814,             0.00038814,             0.00038814
                    106,                0.94686,                0.55693,                 1.0998,                0.96549,                0.98061,                0.98165,                0.76675,                0.85955,                0.41995,                 1.0993,              0.0003862,              0.0003862,              0.0003862
                    107,                 0.9755,                0.55628,                 1.0997,                0.97262,                0.97531,                0.98633,                0.78273,                0.82005,                 0.3968,                 1.0748,             0.00038426,             0.00038426,             0.00038426
                    108,                0.93583,                0.54702,                 1.0875,                0.96739,                 0.9686,                0.98344,                0.74635,                 0.9084,                0.42534,                  1.123,             0.00038232,             0.00038232,             0.00038232
                    109,                 0.9463,                0.55606,                 1.1052,                0.97424,                0.97897,                0.98048,                0.77647,                  0.834,                0.40242,                 1.0809,             0.00038038,             0.00038038,             0.00038038
                    110,                0.94131,                0.54478,                 1.0988,                0.95177,                0.98518,                0.98339,                0.77151,                0.86822,                0.42114,                 1.0926,             0.00037844,             0.00037844,             0.00037844
                    111,                0.95089,                0.54553,                 1.1039,                0.97492,                0.97936,                0.98595,                0.78787,                0.80153,                0.39386,                  1.072,              0.0003765,              0.0003765,              0.0003765
                    112,                0.91842,                0.53514,                  1.078,                0.96388,                0.97579,                0.98612,                0.78622,                0.83589,                0.40725,                  1.083,             0.00037456,             0.00037456,             0.00037456
                    113,                0.92912,                0.53057,                 1.0852,                0.96882,                0.97784,                0.98296,                0.77811,                0.84949,                0.40744,                  1.088,             0.00037262,             0.00037262,             0.00037262
