                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1376,                0.77907,                 1.2046,                0.92651,                0.93952,                0.96641,                0.75923,                 0.8715,                0.58934,                 1.1414,             0.00054531,             0.00054531,             0.00054531
                     47,                 1.1617,                0.77039,                 1.2259,                0.90962,                0.93895,                0.97584,                0.72768,                0.93082,                0.56998,                 1.1892,             0.00054434,             0.00054434,             0.00054434
                     48,                 1.1368,                0.75209,                 1.2108,                0.93886,                0.93475,                0.97904,                 0.7475,                0.89922,                0.54078,                 1.1376,             0.00054337,             0.00054337,             0.00054337
                     49,                 1.1129,                0.73622,                 1.1945,                0.94555,                0.96049,                0.98167,                 0.7519,                0.92554,                0.55392,                 1.1414,              0.0005424,              0.0005424,              0.0005424
                     50,                 1.0922,                0.74423,                 1.2014,                0.96143,                0.96544,                0.98111,                 0.7648,                 0.8849,                0.51061,                 1.1214,             0.00054143,             0.00054143,             0.00054143
                     51,                 1.0805,                0.72182,                 1.1787,                0.94634,                0.94597,                0.97765,                0.74195,                0.91778,                0.53247,                 1.1539,             0.00054046,             0.00054046,             0.00054046
                     52,                 1.0686,                0.72161,                 1.1868,                0.97133,                0.97883,                0.98759,                0.76706,                0.88386,                0.48911,                  1.119,             0.00053949,             0.00053949,             0.00053949
                     53,                 1.0987,                0.72601,                 1.1893,                0.94625,                0.96796,                0.98225,                0.75927,                0.87785,                0.49526,                 1.1171,             0.00053852,             0.00053852,             0.00053852
                     54,                 1.0621,                0.69823,                 1.1711,                0.97449,                0.95671,                0.98402,                 0.7677,                0.86193,                0.49287,                 1.1315,             0.00053755,             0.00053755,             0.00053755
                     55,                 1.0701,                0.70253,                 1.1692,                0.94424,                0.95748,                0.97736,                0.74555,                0.90738,                0.52873,                 1.1658,             0.00053658,             0.00053658,             0.00053658
                     56,                 1.1053,                0.73205,                 1.1853,                 0.9573,                0.97528,                0.98486,                0.75422,                0.89304,                0.51183,                 1.1449,             0.00053561,             0.00053561,             0.00053561
                     57,                  1.061,                0.68618,                 1.1554,                0.93734,                0.97827,                0.98342,                0.76297,                0.86162,                0.48691,                 1.1228,             0.00053464,             0.00053464,             0.00053464
                     58,                 1.0612,                0.69192,                 1.1627,                 0.9725,                0.96065,                0.98396,                0.76357,                0.86011,                0.47705,                 1.1105,             0.00053367,             0.00053367,             0.00053367
                     59,                  1.049,                 0.6728,                 1.1508,                0.92691,                 0.9682,                0.98138,                0.75646,                 0.8869,                0.51575,                 1.1268,              0.0005327,              0.0005327,              0.0005327
                     60,                  1.053,                0.67365,                 1.1816,                0.97725,                0.96913,                0.98615,                0.71473,                 1.0078,                0.49054,                 1.1919,             0.00053173,             0.00053173,             0.00053173
                     61,                 1.0616,                0.68564,                 1.1649,                0.92159,                0.96835,                0.97639,                0.76484,                0.85672,                0.52368,                 1.1153,             0.00053076,             0.00053076,             0.00053076
                     62,                 1.0213,                0.67646,                 1.1436,                 0.9508,                0.97556,                0.98431,                0.77149,                0.86354,                0.48112,                 1.1145,             0.00052979,             0.00052979,             0.00052979
                     63,                 1.0206,                0.65613,                 1.1425,                 0.9809,                 0.9474,                0.98475,                0.74462,                0.94816,                0.49009,                 1.1521,             0.00052882,             0.00052882,             0.00052882
                     64,                 1.0527,                0.67299,                 1.1547,                0.95028,                 0.9796,                0.98249,                0.73695,                 0.9456,                0.48691,                 1.1402,             0.00052785,             0.00052785,             0.00052785
                     65,                 1.0142,                0.64293,                 1.1381,                0.95526,                0.96722,                0.98418,                0.76531,                0.89319,                0.47098,                 1.1238,             0.00052688,             0.00052688,             0.00052688
                     66,                 1.0273,                0.63981,                 1.1482,                0.96088,                0.96699,                 0.9852,                0.77606,                0.84538,                0.45324,                 1.0955,             0.00052591,             0.00052591,             0.00052591
                     67,                 1.0219,                0.63774,                 1.1412,                0.96095,                0.98018,                0.98356,                0.75775,                0.87425,                0.46591,                 1.1153,             0.00052494,             0.00052494,             0.00052494
                     68,                 1.0274,                0.64535,                 1.1424,                0.93729,                0.94547,                0.96815,                0.74762,                0.88154,                0.49483,                 1.1352,             0.00052397,             0.00052397,             0.00052397
                     69,                 1.0348,                0.63888,                  1.142,                0.95671,                 0.9458,                 0.9843,                0.75761,                0.89928,                0.47956,                  1.116,               0.000523,               0.000523,               0.000523
                     70,                 1.0251,                0.62694,                 1.1464,                 0.9489,                0.97101,                0.98159,                0.76557,                0.87227,                0.47025,                 1.1039,             0.00052203,             0.00052203,             0.00052203
                     71,                0.99688,                0.61983,                 1.1262,                0.96443,                0.97464,                0.98658,                0.76986,                0.86497,                0.44768,                 1.0987,             0.00052106,             0.00052106,             0.00052106
                     72,                 1.0011,                0.61249,                 1.1259,                0.98216,                0.97434,                0.98665,                0.77514,                0.83785,                0.43531,                 1.0895,             0.00052009,             0.00052009,             0.00052009
                     73,                 1.0224,                0.62728,                 1.1389,                0.97042,                0.97854,                0.98363,                0.77068,                0.86166,                0.45423,                 1.0953,             0.00051912,             0.00051912,             0.00051912
                     74,                 1.0141,                0.62514,                 1.1521,                0.95169,                0.97677,                0.98437,                0.74488,                0.94043,                0.47973,                 1.1463,             0.00051815,             0.00051815,             0.00051815
                     75,                 1.0359,                0.62924,                 1.1461,                0.96357,                0.98304,                0.98709,                0.77348,                0.86644,                0.44771,                 1.0981,             0.00051718,             0.00051718,             0.00051718
                     76,                 1.0248,                0.61901,                 1.1352,                0.95088,                0.97677,                0.98185,                0.77977,                0.83674,                0.45945,                  1.092,             0.00051621,             0.00051621,             0.00051621
                     77,                0.98589,                0.60695,                 1.1151,                0.97167,                0.97513,                0.98678,                0.76193,                0.87257,                0.43159,                 1.1106,             0.00051523,             0.00051523,             0.00051523
                     78,                0.98854,                0.61923,                 1.1085,                0.96565,                0.96849,                 0.9857,                0.76844,                0.84221,                0.45508,                 1.0974,             0.00051426,             0.00051426,             0.00051426
                     79,                 1.0027,                0.61202,                 1.1162,                 0.9763,                0.96222,                0.98646,                0.77542,                0.86163,                0.45505,                 1.1003,             0.00051329,             0.00051329,             0.00051329
                     80,                  1.003,                0.60497,                 1.1314,                 0.9758,                 0.9624,                0.98574,                0.78046,                0.81401,                0.42975,                 1.0824,             0.00051232,             0.00051232,             0.00051232
                     81,                0.99393,                0.59232,                 1.1175,                0.97153,                0.97642,                0.98476,                0.77097,                0.84533,                0.43713,                 1.0878,             0.00051135,             0.00051135,             0.00051135
                     82,                 1.0028,                0.61186,                 1.1369,                0.97313,                0.97896,                0.98562,                0.78596,                0.80674,                0.43966,                  1.087,             0.00051038,             0.00051038,             0.00051038
                     83,                0.97929,                0.59933,                 1.1128,                0.96117,                0.96837,                0.98582,                0.74828,                0.90493,                0.45002,                 1.1315,             0.00050941,             0.00050941,             0.00050941
                     84,                0.98538,                0.58478,                 1.1058,                0.96191,                0.96869,                0.98437,                0.77193,                0.84051,                0.43916,                 1.0904,             0.00050844,             0.00050844,             0.00050844
                     85,                0.98147,                0.58236,                 1.1278,                0.93682,                0.96842,                0.98336,                0.78269,                0.82176,                0.43689,                 1.0774,             0.00050747,             0.00050747,             0.00050747
                     86,                0.98224,                0.60226,                 1.1157,                0.95515,                0.97337,                0.98455,                0.76864,                0.84361,                0.43238,                 1.0955,              0.0005065,              0.0005065,              0.0005065
                     87,                0.97678,                 0.5988,                 1.1214,                0.95309,                0.97581,                0.98645,                0.78324,                0.82754,                0.43754,                 1.0756,             0.00050553,             0.00050553,             0.00050553
                     88,                0.97031,                0.58647,                 1.0983,                0.96591,                 0.9514,                0.98614,                0.78234,                 0.8357,                0.43027,                 1.0882,             0.00050456,             0.00050456,             0.00050456
                     89,                0.95886,                0.58324,                  1.098,                0.97043,                 0.9799,                0.98475,                 0.7904,                0.81422,                0.42074,                 1.0759,             0.00050359,             0.00050359,             0.00050359
                     90,                0.96056,                  0.582,                 1.1126,                0.98103,                 0.9723,                0.98496,                0.78171,                0.82608,                0.41735,                 1.0838,             0.00050262,             0.00050262,             0.00050262
                     91,                0.95106,                0.57394,                 1.0835,                0.98576,                0.97568,                0.98467,                0.78404,                0.81362,                0.41879,                 1.0739,             0.00050165,             0.00050165,             0.00050165
                     92,                0.95971,                0.57369,                 1.1137,                0.97395,                0.97863,                0.98626,                0.78015,                0.85209,                 0.4205,                 1.0876,             0.00050068,             0.00050068,             0.00050068
                     93,                0.94568,                0.57495,                 1.1081,                0.97726,                0.97557,                0.98658,                0.79306,                 0.8031,                0.41147,                 1.0708,             0.00049971,             0.00049971,             0.00049971
                     94,                0.95694,                0.57219,                 1.0883,                0.97205,                0.97878,                0.98772,                 0.7926,                0.81272,                0.41361,                 1.0732,             0.00049874,             0.00049874,             0.00049874
                     95,                0.97417,                0.56808,                 1.1123,                0.96963,                0.98137,                0.98978,                0.78074,                0.83834,                0.40701,                 1.0858,             0.00049777,             0.00049777,             0.00049777
                     96,                0.97171,                0.57926,                 1.1251,                0.97759,                0.98463,                 0.9869,                0.79134,                0.81424,                0.40626,                 1.0688,              0.0004968,              0.0004968,              0.0004968
                     97,                0.97401,                0.56285,                 1.1017,                0.96908,                0.98143,                0.98333,                0.77907,                0.85454,                 0.4241,                 1.0819,             0.00049583,             0.00049583,             0.00049583
                     98,                0.97148,                0.56737,                 1.0973,                0.97322,                0.96559,                0.98295,                0.77148,                0.85813,                0.41645,                 1.1154,             0.00049486,             0.00049486,             0.00049486
                     99,                0.98241,                0.56916,                 1.1159,                0.96683,                0.96743,                0.98746,                0.75746,                0.93842,                0.42633,                 1.1207,             0.00049389,             0.00049389,             0.00049389
                    100,                0.95605,                0.56072,                 1.0979,                0.96817,                0.97808,                0.98497,                 0.7892,                 0.8036,                0.41735,                 1.0706,             0.00049292,             0.00049292,             0.00049292
                    101,                0.94104,                0.55834,                 1.1011,                0.96173,                0.97749,                0.98639,                0.75855,                0.91869,                 0.4319,                 1.1234,             0.00049195,             0.00049195,             0.00049195
                    102,                0.96166,                0.55528,                 1.0994,                0.96559,                0.97409,                0.98322,                0.77148,                0.84618,                 0.4213,                 1.0902,             0.00049098,             0.00049098,             0.00049098
                    103,                 0.9436,                0.55507,                  1.094,                 0.9714,                0.98128,                0.98759,                0.77734,                0.84257,                0.41084,                  1.087,             0.00049001,             0.00049001,             0.00049001
                    104,                0.94115,                 0.5554,                 1.0855,                0.98332,                0.97778,                 0.9845,                0.79278,                0.80361,                0.39078,                 1.0676,             0.00048904,             0.00048904,             0.00048904
                    105,                 0.9414,                0.55583,                 1.0943,                0.98122,                0.97697,                0.98503,                0.78478,                  0.852,                0.40891,                 1.0884,             0.00048807,             0.00048807,             0.00048807
                    106,                0.93782,                0.55417,                 1.0973,                0.98335,                0.98082,                0.98217,                0.76398,                0.89496,                0.41849,                 1.1053,              0.0004871,              0.0004871,              0.0004871
                    107,                0.96718,                0.55331,                 1.0966,                 0.9668,                0.97286,                0.98509,                0.77299,                0.87039,                0.40519,                 1.0893,             0.00048613,             0.00048613,             0.00048613
                    108,                  0.933,                0.53919,                 1.0865,                0.97457,                0.95493,                0.98609,                0.76099,                0.88908,                0.42396,                 1.1064,             0.00048516,             0.00048516,             0.00048516
                    109,                0.93276,                0.54752,                 1.0938,                0.98179,                0.97783,                 0.9852,                0.77658,                0.84029,                0.40263,                  1.081,             0.00048419,             0.00048419,             0.00048419
                    110,                0.93087,                0.53869,                 1.0914,                0.97874,                0.96283,                0.98679,                 0.7818,                0.84096,                0.39898,                 1.0775,             0.00048322,             0.00048322,             0.00048322
                    111,                 0.9396,                0.54033,                 1.0927,                0.97565,                0.98163,                0.98473,                0.78891,                0.80433,                0.40668,                 1.0714,             0.00048225,             0.00048225,             0.00048225
                    112,                0.92073,                0.53665,                  1.079,                  0.961,                0.97659,                0.98667,                0.77605,                 0.8403,                0.41698,                 1.0859,             0.00048128,             0.00048128,             0.00048128
                    113,                0.94873,                0.53419,                  1.093,                0.97776,                0.98567,                0.98484,                0.77865,                 0.8501,                0.39818,                 1.1089,             0.00048031,             0.00048031,             0.00048031
                    114,                0.96014,                 0.5397,                  1.107,                0.96007,                0.98103,                0.98497,                  0.779,                0.85479,                0.40927,                 1.0989,             0.00047934,             0.00047934,             0.00047934
                    115,                0.92725,                0.52276,                 1.0944,                0.97672,                0.97564,                 0.9847,                0.79383,                0.80458,                0.38852,                 1.0606,             0.00047837,             0.00047837,             0.00047837
                    116,                0.90488,                0.51902,                 1.0741,                0.98141,                 0.9754,                0.98442,                0.78519,                0.81528,                0.39055,                  1.069,              0.0004774,              0.0004774,              0.0004774
                    117,                0.92825,                0.53406,                  1.081,                0.97646,                0.98254,                0.98796,                0.79388,                0.80919,                0.38662,                 1.0684,             0.00047643,             0.00047643,             0.00047643
                    118,                0.92582,                0.53144,                 1.0879,                0.95864,                0.98553,                0.98597,                0.78146,                0.83167,                0.39766,                 1.0783,             0.00047546,             0.00047546,             0.00047546
                    119,                0.92391,                 0.5252,                 1.0847,                 0.9709,                0.97681,                0.98225,                0.78912,                0.80946,                0.40519,                 1.0664,             0.00047449,             0.00047449,             0.00047449
                    120,                0.90003,                0.52427,                 1.0747,                0.97997,                0.98375,                0.98637,                0.79565,                0.81525,                0.38292,                 1.0678,             0.00047352,             0.00047352,             0.00047352
                    121,                0.90593,                0.52031,                 1.0691,                0.97929,                0.98787,                0.98829,                0.79483,                0.81986,                0.38709,                 1.0762,             0.00047255,             0.00047255,             0.00047255
                    122,                0.90868,                  0.515,                 1.0737,                0.97778,                0.97957,                0.98751,                0.79648,                0.80931,                0.39042,                 1.0649,             0.00047158,             0.00047158,             0.00047158
                    123,                0.90621,                0.52599,                 1.0733,                0.97955,                0.98029,                0.98695,                0.78974,                0.83978,                 0.3914,                 1.0708,             0.00047061,             0.00047061,             0.00047061
                    124,                0.92704,                0.52477,                 1.0914,                0.97848,                0.98095,                0.98604,                0.78495,                0.82246,                0.38712,                 1.0751,             0.00046964,             0.00046964,             0.00046964
                    125,                0.91084,                0.51291,                  1.076,                0.97408,                0.98181,                0.98855,                0.78368,                 0.8257,                0.38931,                 1.0762,             0.00046867,             0.00046867,             0.00046867
                    126,                 0.9083,                0.51423,                 1.0892,                0.97696,                0.98495,                0.98775,                0.77635,                0.84995,                 0.3875,                 1.0832,              0.0004677,              0.0004677,              0.0004677
                    127,                0.91703,                0.52086,                 1.0791,                0.97506,                 0.9721,                0.98486,                0.78899,                0.80699,                0.39339,                 1.0692,             0.00046672,             0.00046672,             0.00046672
                    128,                0.92187,                0.51537,                 1.0781,                0.97563,                 0.9671,                0.98585,                0.77278,                 0.8825,                0.39386,                 1.0976,             0.00046575,             0.00046575,             0.00046575
                    129,                0.91975,                0.51468,                 1.0807,                0.96552,                0.98161,                0.98794,                0.77072,                0.86144,                0.38221,                 1.0952,             0.00046478,             0.00046478,             0.00046478
                    130,                0.89904,                0.50392,                 1.0697,                0.98157,                0.96937,                 0.9851,                0.79362,                0.80857,                0.38478,                 1.0637,             0.00046381,             0.00046381,             0.00046381
                    131,                0.89168,                0.49786,                 1.0681,                0.97354,                0.97603,                0.98365,                0.78698,                0.80321,                0.38344,                 1.0626,             0.00046284,             0.00046284,             0.00046284
                    132,                0.90513,                0.51092,                 1.0765,                0.98172,                0.95835,                0.98541,                0.79751,                 0.8058,                0.38778,                 1.0635,             0.00046187,             0.00046187,             0.00046187
                    133,                 0.8743,                0.49836,                 1.0537,                0.97345,                0.97287,                0.98544,                0.79449,                0.79796,                0.38355,                 1.0621,              0.0004609,              0.0004609,              0.0004609
                    134,                0.87691,                0.49771,                 1.0529,                0.97899,                0.97419,                0.98559,                0.79356,                0.80163,                0.37646,                 1.0686,             0.00045993,             0.00045993,             0.00045993
                    135,                0.89036,                0.49542,                 1.0667,                0.97629,                0.97939,                0.98496,                0.79033,                0.81374,                0.38786,                 1.0666,             0.00045896,             0.00045896,             0.00045896
                    136,                0.89623,                 0.5066,                 1.0639,                0.97832,                0.97351,                0.98723,                0.79338,                0.79575,                0.37305,                 1.0651,             0.00045799,             0.00045799,             0.00045799
                    137,                0.89664,                0.50734,                 1.0564,                0.98319,                0.97237,                0.98511,                0.79342,                0.79472,                0.38459,                 1.0596,             0.00045702,             0.00045702,             0.00045702
                    138,                0.88569,                0.50624,                 1.0666,                0.96667,                0.97501,                0.98711,                0.79606,                0.79495,                0.38211,                  1.058,             0.00045605,             0.00045605,             0.00045605
                    139,                 0.8766,                0.49964,                 1.0562,                0.97387,                0.96518,                0.98861,                0.79788,                0.80098,                0.38424,                 1.0671,             0.00045508,             0.00045508,             0.00045508
                    140,                0.87721,                0.49668,                 1.0514,                0.98687,                0.97707,                 0.9877,                0.77465,                0.88844,                0.37919,                 1.0981,             0.00045411,             0.00045411,             0.00045411
                    141,                0.90199,                0.50096,                 1.0756,                0.96775,                0.97536,                 0.9835,                  0.784,                0.83045,                0.39163,                 1.0715,             0.00045314,             0.00045314,             0.00045314
                    142,                0.87146,                0.48246,                 1.0585,                0.97619,                0.97945,                0.98707,                0.80016,                0.80906,                0.37408,                 1.0639,             0.00045217,             0.00045217,             0.00045217
                    143,                0.87594,                0.48777,                 1.0563,                0.98046,                0.97317,                0.98567,                0.78686,                0.83104,                0.37839,                 1.0797,              0.0004512,              0.0004512,              0.0004512
                    144,                0.87428,                0.48058,                  1.051,                0.97616,                0.97959,                0.98654,                0.77161,                0.86308,                0.38193,                 1.0913,             0.00045023,             0.00045023,             0.00045023
                    145,                 0.8831,                0.48776,                 1.0468,                0.97624,                 0.9713,                 0.9846,                0.77633,                0.85221,                0.38418,                 1.0841,             0.00044926,             0.00044926,             0.00044926
                    146,                 0.8835,                0.48817,                 1.0627,                0.98008,                0.97851,                 0.9871,                0.79231,                0.82902,                0.37104,                 1.0828,             0.00044829,             0.00044829,             0.00044829
                    147,                0.90994,                0.49832,                 1.0779,                0.96574,                 0.9899,                  0.987,                0.79663,                0.81258,                0.36564,                 1.0748,             0.00044732,             0.00044732,             0.00044732
                    148,                 0.8933,                0.48857,                   1.07,                0.96505,                0.97653,                0.98567,                0.79378,                0.81863,                0.38258,                 1.0663,             0.00044635,             0.00044635,             0.00044635
                    149,                0.87971,                0.48702,                 1.0547,                0.97863,                0.97427,                0.98686,                0.78864,                0.81447,                0.37497,                 1.0645,             0.00044538,             0.00044538,             0.00044538
                    150,                0.87614,                0.48464,                 1.0652,                0.97762,                0.97889,                0.98488,                0.78703,                 0.8021,                0.36477,                 1.0636,             0.00044441,             0.00044441,             0.00044441
                    151,                0.90104,                0.49312,                 1.0603,                0.98004,                0.98498,                0.98653,                 0.7835,                0.85453,                0.37879,                  1.086,             0.00044344,             0.00044344,             0.00044344
                    152,                0.86485,                  0.476,                  1.045,                0.98138,                0.97042,                0.98186,                0.79347,                0.80446,                0.37595,                 1.0647,             0.00044247,             0.00044247,             0.00044247
                    153,                0.89626,                0.49149,                 1.0581,                0.98319,                0.97268,                0.98307,                0.78243,                0.83155,                0.38282,                 1.0922,              0.0004415,              0.0004415,              0.0004415
                    154,                0.89333,                0.49063,                 1.0696,                0.97015,                0.98722,                0.98657,                0.79365,                0.80326,                0.36372,                 1.0629,             0.00044053,             0.00044053,             0.00044053
                    155,                0.86964,                0.48188,                 1.0397,                 0.9822,                0.97895,                 0.9858,                0.79209,                0.81573,                0.37268,                 1.0738,             0.00043956,             0.00043956,             0.00043956
